date,flow_almadale_mean,flow_almadale_max,flow_almadale_min,rain_rangiwahia_total,rain_cheltenham_total,rain_halcombe_total,rain_mangaone_valley_total,rain_rangiwahia_maxhr,rain_cheltenham_maxhr,rain_halcombe_maxhr,rain_mangaone_valley_maxhr,wt_almadale_mean,wt_almadale_max,wt_almadale_min,flow_almadale_mean_lag1,flow_almadale_max_lag1,flow_almadale_min_lag1,rain_rangiwahia_total_lag1,rain_cheltenham_total_lag1,rain_halcombe_total_lag1,rain_mangaone_valley_total_lag1,rain_rangiwahia_maxhr_lag1,rain_cheltenham_maxhr_lag1,rain_halcombe_maxhr_lag1,rain_mangaone_valley_maxhr_lag1,wt_almadale_mean_lag1,wt_almadale_max_lag1,wt_almadale_min_lag1,flow_almadale_mean_lag2,flow_almadale_max_lag2,flow_almadale_min_lag2,rain_rangiwahia_total_lag2,rain_cheltenham_total_lag2,rain_halcombe_total_lag2,rain_mangaone_valley_total_lag2,rain_rangiwahia_maxhr_lag2,rain_cheltenham_maxhr_lag2,rain_halcombe_maxhr_lag2,rain_mangaone_valley_maxhr_lag2,wt_almadale_mean_lag2,wt_almadale_max_lag2,wt_almadale_min_lag2,flow_almadale_mean_lag3,flow_almadale_max_lag3,flow_almadale_min_lag3,rain_rangiwahia_total_lag3,rain_cheltenham_total_lag3,rain_halcombe_total_lag3,rain_mangaone_valley_total_lag3,rain_rangiwahia_maxhr_lag3,rain_cheltenham_maxhr_lag3,rain_halcombe_maxhr_lag3,rain_mangaone_valley_maxhr_lag3,wt_almadale_mean_lag3,wt_almadale_max_lag3,wt_almadale_min_lag3,rain_heavy_count_7d,flow_high_count_7d,ecoli_cfu,label
2020-12-27,492031.03,7337.55,4618.17,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.0,18.47,21.6,16.1,1001583.99,17926.86,7246.3,0.45,0.0,0.0,0.52,0.0,0.0,0.0,0.0,17.74,20.3,15.3,450700.7,15275.48,3048.22,30.92,15.45,13.66,16.2,0.5,0.0,0.0,0.5,18.84,20.7,17.7,238274.95,3070.71,2620.12,10.46,10.3,10.63,10.45,7.0,3.5,3.0,4.0,19.76,20.5,18.8,0.0,0.0,156.0,0.0
2021-01-04,294952.7,12967.93,2460.52,26.36,50.48,16.2,37.09,2.5,0.5,0.0,0.5,20.7,22.7,19.0,225604.41,2915.47,2480.0,0.0,3.61,10.12,5.22,12.0,8.5,4.0,7.5,21.08,24.3,18.1,236673.57,2893.71,2579.57,0.0,0.0,0.0,0.0,0.0,3.5,6.0,4.0,20.73,25.0,16.8,255394.07,3184.68,2744.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,23.7,15.3,1.0,0.0,24200.00000000002,1.0
2021-01-10,270446.48,3372.37,2807.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12,24.6,18.2,237751.95,3093.3,2499.71,6.82,0.0,0.51,0.0,0.0,0.0,0.0,0.0,20.5,23.8,17.9,231263.1,2850.49,2539.43,2.73,1.03,1.01,0.52,3.5,0.0,0.5,0.0,19.85,21.4,18.9,265127.07,3396.29,2765.28,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,21.85,25.5,19.0,2.0,0.0,41.00000000000001,0.0
2021-01-18,141885.03,1747.54,1556.36,9.55,4.12,1.52,2.09,2.5,1.5,0.5,1.0,22.36,25.1,19.9,146511.26,1762.95,1598.99,0.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,22.59,25.4,20.3,156055.31,1906.04,1672.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.44,28.2,19.4,167598.0,2039.99,1809.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48,27.1,18.9,0.0,0.0,374.0000000000001,0.0
2021-01-21,238609.45,4240.26,2198.28,14.55,1.03,5.57,0.45,0.5,0.5,0.5,0.5,17.83,20.1,16.1,220267.86,2765.28,2252.84,4.55,2.58,3.54,3.12,4.5,1.0,2.5,0.5,18.81,21.4,16.6,202658.41,2915.47,1627.9,6.82,5.67,2.02,2.09,3.5,1.5,1.5,1.5,19.86,22.3,18.0,141885.03,1747.54,1556.36,9.55,4.12,1.52,2.09,2.5,1.5,0.5,1.0,22.36,25.1,19.9,0.0,0.0,1699.9999999999993,1.0
2021-01-24,305367.12,4019.0,3048.22,0.91,0.0,0.0,0.0,2.5,0.5,0.5,0.0,17.62,19.7,16.1,333651.25,4618.17,3444.45,1.82,0.0,0.0,0.0,0.5,0.0,0.0,0.0,17.75,21.2,15.1,474056.62,7368.07,3970.38,0.91,1.03,1.01,0.45,1.0,0.0,0.0,0.0,16.08,18.3,13.8,238609.45,4240.26,2198.28,14.55,1.03,5.57,0.45,0.5,0.5,0.5,0.5,17.83,20.1,16.1,0.0,0.0,62.99999999999999,0.0
2021-02-02,125169.04,1528.44,1331.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.72,25.8,16.3,136218.66,1657.22,1460.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,24.1,13.7,144231.52,1747.54,1570.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.18,19.5,14.5,152885.41,1841.45,1672.02,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,18.95,21.9,16.6,0.0,0.0,98.00000000000004,0.0
2021-02-07,101950.06,1228.13,1092.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.21,23.9,15.7,104372.04,1260.86,1153.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.49,19.1,15.8,107194.06,1295.02,1153.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15,24.3,17.4,110993.0,1344.11,1143.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.09,26.3,16.6,0.0,0.0,9.000000000000002,0.0
2021-02-15,90058.47,1082.96,996.22,0.0,0.0,0.0,0.0,0.5,1.0,3.5,2.5,20.65,24.5,18.0,91519.33,1113.02,1005.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.46,24.8,16.8,97720.69,1195.98,1034.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.94,24.2,17.1,103280.51,1260.86,1113.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.41,23.8,16.0,0.0,0.0,230.99999999999994,0.0
2021-02-18,384078.55,6416.58,1185.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.13,18.9,13.8,103683.76,1249.89,1133.38,3.64,3.61,12.15,7.12,0.0,0.0,0.0,0.0,17.52,19.1,15.1,94787.94,1206.63,986.9,1.36,3.61,6.08,6.23,1.0,2.0,5.0,3.0,19.38,21.0,18.0,90058.47,1082.96,996.22,0.0,0.0,0.0,0.0,0.5,1.0,3.5,2.5,20.65,24.5,18.0,0.0,0.0,209.99999999999994,0.0
2021-02-21,119901.79,1528.44,1228.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,24.6,15.3,152277.49,2126.94,1460.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,23.6,14.7,241593.84,3825.76,2039.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46,21.9,13.3,384078.55,6416.58,1185.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.13,18.9,13.8,0.0,0.0,288.00000000000006,0.0
2021-02-28,79415.06,968.45,880.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.81,24.7,17.6,81079.97,986.9,888.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33,26.1,18.0,80382.37,977.64,888.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.72,23.7,18.2,82599.8,1015.05,897.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27,26.0,17.3,0.0,0.0,161.00000000000003,0.0
2021-03-07,103920.3,1331.69,1063.24,15.0,10.91,12.65,9.8,3.0,1.0,0.5,0.5,18.36,20.9,16.4,114501.39,1447.06,1206.63,0.0,0.0,0.0,0.0,4.5,6.0,9.5,6.5,19.44,23.1,16.7,102605.7,1460.37,863.09,10.46,24.4,12.15,18.7,0.0,0.0,0.0,0.0,20.22,22.3,18.6,79235.48,977.64,863.09,0.0,0.0,0.0,0.89,5.5,7.0,7.0,5.0,21.24,23.9,19.3,0.0,0.0,258.9999999999999,0.0
2021-03-15,189711.49,2599.79,1841.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,20.9,13.8,292668.65,4618.17,2539.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.85,19.2,12.6,691283.17,12338.27,4567.13,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,15.01,17.0,13.1,327685.93,11805.6,1598.99,24.54,24.41,25.81,23.15,0.0,0.0,0.0,0.5,16.9,17.9,15.5,0.0,0.0,197.0,0.0
2021-03-18,135455.61,1825.55,1420.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.09,20.5,13.8,134699.05,1732.24,1460.37,5.46,2.6,1.52,3.12,0.0,0.0,0.0,0.0,18.32,19.8,16.9,150404.61,1906.04,1542.35,0.0,0.0,0.0,0.0,3.0,2.0,1.5,3.0,17.84,20.5,15.2,189711.49,2599.79,1841.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,20.9,13.8,0.0,0.0,149.99999999999997,0.0
2021-03-29,80259.26,968.45,888.57,0.0,0.0,0.0,0.0,4.0,6.0,5.5,6.5,18.35,21.7,15.9,83579.72,1005.6,905.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.61,21.4,14.7,84952.52,1024.56,932.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,20.6,14.4,85634.9,1034.14,941.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.19,20.9,14.9,0.0,0.0,413.99999999999994,0.0
2021-04-06,139860.01,1809.75,1447.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.16,18.3,14.4,183295.77,2499.71,1747.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14,17.3,13.4,177532.69,2519.52,1825.55,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,15.26,17.8,12.8,220507.55,3138.78,2144.63,6.53,3.12,1.62,1.34,0.5,0.0,0.5,0.0,14.55,16.1,12.6,1.0,0.0,144.0,0.0
2021-04-12,127815.17,1642.51,1283.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,17.79,20.1,16.0,102498.54,1331.69,1024.56,13.05,8.83,9.7,8.91,0.0,0.0,0.0,0.5,16.82,17.7,15.9,93653.76,1123.17,1024.56,0.0,0.0,0.0,0.0,4.5,2.0,1.5,2.0,16.97,19.4,14.7,98289.7,1195.98,1073.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.33,18.8,14.3,0.0,0.0,146.0,0.0
2021-04-18,186481.1,2402.69,1955.52,11.19,9.87,3.23,12.47,0.5,0.0,0.0,0.0,14.76,16.0,13.2,114779.89,1989.01,1217.35,0.0,0.52,5.39,0.89,3.5,5.0,3.5,5.5,15.62,18.0,14.0,101352.13,1283.0,1082.96,9.32,8.31,9.16,4.9,0.5,0.0,1.0,1.0,14.62,16.2,13.0,95091.71,1143.65,1063.24,0.93,0.52,0.0,0.0,4.5,3.5,3.0,3.0,15.75,17.9,14.3,0.0,0.0,601.9999999999999,1.0
2021-04-22,139470.01,1732.24,1487.3,3.26,1.04,1.62,0.89,0.0,0.0,0.0,0.0,15.15,16.4,14.0,155683.97,1955.52,1657.22,0.0,0.0,0.0,0.0,2.5,1.0,0.5,0.5,14.56,15.7,13.2,188267.09,2559.45,1906.04,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,16.4,12.5,258990.05,3706.64,2022.9,1.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,13.05,14.1,11.8,0.0,0.0,119.99999999999997,0.0
2021-04-27,184526.49,2441.15,1627.9,2.8,2.6,3.23,2.67,6.0,3.5,4.5,3.0,13.58,15.0,12.5,134185.89,1701.93,1447.06,5.13,4.16,9.16,3.12,1.0,2.0,1.5,1.0,14.16,15.5,12.9,135950.09,1717.04,1460.37,1.87,0.52,0.0,0.89,2.0,2.5,5.5,3.5,15.04,16.9,14.0,163760.4,2234.55,1598.99,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,14.91,16.5,13.4,0.0,0.0,217.99999999999997,0.0
2021-05-13,523724.43,16357.89,1922.43,22.84,4.67,7.01,10.68,0.0,0.0,0.0,0.0,14.26,15.6,11.8,139724.96,1955.52,1487.3,0.47,3.64,7.01,5.09,8.5,1.5,2.5,4.5,15.9,17.1,14.7,118603.7,1556.36,1283.0,1.86,2.08,0.54,1.53,0.5,2.0,3.5,1.5,16.04,17.3,15.0,118904.04,1460.37,1307.15,0.93,0.0,1.62,0.0,1.5,1.0,0.5,0.5,14.34,16.3,12.7,0.0,0.0,1200.0,1.0
2021-06-17,204022.06,2640.55,2234.55,2.29,4.34,0.51,1.02,3.0,1.0,3.5,2.0,11.9,12.7,11.2,202379.18,2765.28,1873.54,4.13,2.71,8.16,4.58,2.0,2.5,0.5,0.5,12.43,12.9,11.9,158804.81,1938.93,1762.95,10.72,7.06,9.17,7.12,2.5,1.0,3.5,1.0,11.99,12.7,11.3,162036.97,1955.52,1794.05,0.0,0.0,0.0,0.0,4.5,3.0,3.0,2.0,11.25,12.0,10.3,0.0,0.0,79.99999999999997,0.0
2021-07-22,1052774.44,14916.54,10327.93,0.0,0.0,0.51,0.0,1.0,1.5,1.0,1.0,7.89,8.6,6.8,1697299.37,26138.48,14626.23,0.28,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8.25,8.9,7.5,1667922.82,24338.63,11707.29,16.27,8.69,10.2,4.13,0.5,0.0,0.0,0.5,8.65,9.2,8.2,1222527.87,21973.31,11416.62,6.28,13.03,4.59,5.68,7.0,2.5,2.5,1.0,9.23,9.6,8.8,1.0,2.0,12.0,0.0
2021-08-12,691997.72,8205.74,7772.85,0.29,0.0,0.0,0.0,0.5,0.0,0.0,0.0,8.08,9.6,6.7,818191.91,11201.23,8176.57,1.43,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.64,8.3,5.2,1054002.2,15209.91,7489.87,6.85,2.71,1.53,5.68,1.5,0.0,0.0,0.0,6.9,8.2,5.8,511806.2,7489.87,5241.51,11.42,22.26,15.3,14.97,4.0,2.0,1.0,1.0,8.57,9.0,7.9,0.0,0.0,30.000000000000004,0.0
2021-09-16,1684417.82,26033.67,15308.41,0.86,3.26,2.55,2.63,6.0,4.0,2.5,2.5,8.37,9.2,7.3,3205964.89,79433.52,14708.87,11.99,20.63,18.86,18.94,0.5,1.0,1.0,0.5,10.06,10.7,9.2,789718.52,15677.08,7744.35,9.99,42.9,49.45,38.41,5.5,4.5,5.0,5.0,10.64,11.9,9.5,804073.55,10952.78,8060.32,0.29,0.0,0.0,0.0,4.5,9.0,8.5,7.0,9.93,11.7,8.3,0.0,1.0,4.0,0.0
2021-10-14,2033036.48,32541.31,17496.63,15.71,5.27,1.02,1.05,0.5,0.0,0.0,0.5,9.24,10.5,8.3,1069569.81,28378.83,6874.13,28.96,17.9,23.36,19.47,2.0,1.5,0.5,0.5,12.31,13.9,10.5,682124.56,9223.21,6426.65,0.0,0.0,0.0,0.53,4.0,5.0,9.0,8.5,12.7,14.0,11.4,584131.29,7227.02,6325.19,1.96,0.53,2.03,0.0,0.0,0.0,0.0,0.5,13.78,15.9,12.1,0.0,0.0,369.9999999999999,0.0
2021-11-03,371511.46,4764.14,3829.46,0.49,0.0,0.0,0.0,1.5,0.5,0.0,0.5,16.64,20.1,13.8,399858.42,4976.06,4322.46,2.46,0.53,1.02,0.53,0.5,0.0,0.0,0.0,15.68,18.4,13.6,459611.82,6124.32,4794.19,1.47,2.11,1.52,1.58,1.0,0.5,0.5,0.5,16.72,19.2,15.1,555133.02,7370.29,5379.44,2.45,0.0,0.0,0.53,0.5,1.5,1.0,1.0,15.89,18.1,13.9,0.0,0.0,108.99999999999997,0.0
2021-11-10,574521.97,7770.49,5730.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86,20.4,13.6,830025.44,12551.82,7587.45,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,15.63,18.6,12.8,1249258.92,19362.27,11904.57,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.94,17.4,12.9,1460241.53,20897.74,12645.65,0.98,0.0,0.0,0.53,0.0,0.0,0.0,0.0,12.91,14.8,11.2,0.0,1.0,10.000000000000002,0.0
2021-11-11,458712.74,5860.71,4764.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.45,22.0,15.3,574521.97,7770.49,5730.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86,20.4,13.6,830025.44,12551.82,7587.45,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,15.63,18.6,12.8,1249258.92,19362.27,11904.57,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.94,17.4,12.9,0.0,1.0,209.99999999999994,0.0
2021-11-17,647438.59,11542.23,5763.09,3.44,15.27,10.16,14.73,7.5,4.0,4.5,4.5,15.53,16.5,14.7,895939.35,20777.58,4526.46,5.4,6.85,10.67,8.94,1.0,6.0,2.5,4.5,17.11,18.4,16.0,410159.55,5537.98,4179.0,8.84,6.32,15.75,9.47,5.5,3.0,5.5,3.5,18.6,20.2,17.4,324289.27,4207.54,3503.19,6.87,5.27,7.11,6.84,6.0,3.0,8.0,7.5,18.96,20.6,17.4,0.0,0.0,4880.000000000003,1.0
2021-11-24,621228.72,10703.62,5347.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85,21.3,14.8,565222.19,12226.1,4915.14,10.31,6.32,12.7,6.17,0.0,0.0,0.0,0.0,17.93,19.8,16.3,476565.56,6091.1,4945.56,0.0,0.0,0.0,0.0,3.0,1.5,5.5,1.5,17.56,19.6,15.4,598303.84,8104.72,5828.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.91,21.1,15.0,0.0,1.0,62.99999999999999,0.0
2021-12-01,360899.92,12929.2,2686.27,41.22,15.27,15.24,16.44,2.0,0.5,1.0,2.5,18.85,19.9,17.8,248559.49,3048.45,2705.59,0.98,1.05,1.02,0.0,9.5,3.5,3.5,2.5,19.44,22.7,16.2,254170.82,3069.47,2823.47,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.45,19.4,17.5,274209.63,3425.26,2985.96,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.39,22.9,16.3,0.0,0.0,5249.999999999995,1.0
2021-12-08,645489.25,10617.14,4526.46,5.4,9.48,16.26,11.82,4.0,1.5,3.0,3.5,18.37,19.2,17.6,389879.53,4734.17,4322.46,18.16,11.59,8.63,10.8,2.0,1.5,4.0,1.5,18.88,20.0,18.2,442843.49,5893.39,4497.09,0.0,0.0,0.0,0.0,7.0,2.0,3.0,2.0,19.25,21.5,17.0,569203.27,8752.7,4945.56,0.49,6.85,0.51,1.03,0.0,0.0,0.0,0.0,18.63,19.7,17.7,0.0,1.0,556.0,1.0
2021-12-09,561727.11,7227.02,5730.71,6.38,4.74,8.13,6.17,0.0,0.0,0.5,0.0,18.54,20.0,17.5,645489.25,10617.14,4526.46,5.4,9.48,16.26,11.82,4.0,1.5,3.0,3.5,18.37,19.2,17.6,389879.53,4734.17,4322.46,18.16,11.59,8.63,10.8,2.0,1.5,4.0,1.5,18.88,20.0,18.2,442843.49,5893.39,4497.09,0.0,0.0,0.0,0.0,7.0,2.0,3.0,2.0,19.25,21.5,17.0,0.0,1.0,782.3999999999996,1.0
2021-12-15,3200597.55,64953.84,14745.77,17.18,16.32,20.32,12.34,5.0,19.0,35.5,16.0,17.64,19.9,16.6,1266946.84,17441.54,11318.55,40.74,29.48,40.13,39.57,2.5,2.5,3.5,2.5,18.45,21.4,15.9,726452.8,16895.44,4824.31,31.42,31.06,36.06,27.75,17.0,12.5,14.0,22.5,18.8,21.3,17.1,472546.14,6091.1,4915.14,0.0,0.0,0.0,0.0,5.5,8.0,9.0,4.5,21.2,23.8,18.7,1.0,0.0,3650.0000000000005,1.0
2021-12-22,746523.07,9583.22,7770.49,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,18.15,20.4,16.5,930915.59,12272.38,9382.46,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,17.79,20.2,15.7,1231783.69,16679.38,11858.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15,20.0,14.8,1846069.47,28701.39,16251.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.29,18.1,14.4,2.0,5.0,312.9999999999999,0.0
2021-12-29,362969.18,8368.89,3451.08,21.59,24.77,16.76,19.02,2.0,1.0,7.5,2.5,19.85,20.8,18.8,327490.2,4030.53,3555.96,0.0,0.0,0.0,0.0,7.5,6.5,4.0,3.5,20.96,23.7,18.4,361467.65,4467.8,3914.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.49,25.3,18.3,404860.83,5068.02,4322.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,24.0,17.4,0.0,0.0,6490.000000000004,1.0
2022-01-05,249438.75,3006.7,2725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,28.1,19.3,269159.62,3323.62,2924.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94,27.0,19.2,296480.45,3663.42,3224.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48,27.0,18.3,338099.84,4322.46,3529.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32,25.5,17.4,0.0,0.0,74.99999999999997,0.0
2022-01-12,174179.07,2085.85,1930.09,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.17,24.5,18.7,176257.06,2085.85,1960.48,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,20.65,22.2,19.4,183096.95,2200.52,2006.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.17,25.1,17.8,194478.2,2372.38,2134.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,25.3,16.2,0.0,0.0,72.0,0.0
2022-01-19,124966.32,1508.43,1368.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.11,27.1,17.8,130298.66,1570.42,1425.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.61,26.7,17.0,135317.38,1621.62,1484.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.98,26.1,16.6,142133.58,1714.7,1545.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59,25.5,16.3,0.0,0.0,108.99999999999997,0.0
2022-01-26,120417.77,1437.02,1346.85,0.98,1.05,0.51,0.51,7.0,0.0,1.5,0.5,21.1,22.8,19.4,108720.69,1413.94,1211.17,0.49,8.43,1.02,2.06,0.5,0.5,0.5,1.5,21.64,23.4,20.2,110026.68,1325.2,1211.17,0.0,0.0,0.0,0.0,0.5,4.0,0.5,0.5,22.68,27.0,19.0,119347.43,1484.27,1273.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.81,27.1,17.3,0.0,0.0,158.00000000000003,0.0
2022-01-28,146314.76,1975.82,1325.2,0.98,0.0,3.05,2.57,0.0,0.0,0.0,0.0,20.82,24.1,18.4,121090.49,1448.7,1325.2,11.29,0.0,3.56,0.51,0.5,0.0,1.5,1.5,22.47,26.2,19.9,120417.77,1437.02,1346.85,0.98,1.05,0.51,0.51,7.0,0.0,1.5,0.5,21.1,22.8,19.4,108720.69,1413.94,1211.17,0.49,8.43,1.02,2.06,0.5,0.5,0.5,1.5,21.64,23.4,20.2,0.0,0.0,301.6,0.0
2022-02-02,92175.42,1107.87,1009.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.04,26.2,19.8,95210.66,1141.71,1041.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.97,28.3,18.4,101633.42,1228.9,1091.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.63,25.7,17.8,111758.99,1391.21,1193.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33,26.7,16.9,0.0,0.0,211.00000000000003,0.0
2022-02-09,1027783.59,15776.43,7514.76,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,19.85,23.2,17.0,1968370.13,40986.05,15153.93,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,17.9,14.8,1009522.14,38785.34,1870.44,52.52,83.25,66.53,64.24,0.5,0.5,0.5,0.0,17.73,18.9,16.2,100331.93,1870.44,924.83,21.1,61.64,47.75,42.14,7.0,10.0,9.0,9.5,21.09,23.5,18.9,2.0,1.0,399.0000000000001,0.0
2022-02-16,588884.12,8675.33,5506.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67,21.3,14.4,1034978.34,16949.66,8293.04,0.4,0.0,0.6,0.51,0.0,0.0,0.0,0.0,16.44,17.6,15.6,1115426.44,19246.55,8947.42,13.87,14.9,12.6,5.65,0.5,0.0,1.0,0.5,18.55,20.8,16.6,536411.77,9382.46,3374.12,12.29,30.34,35.4,35.98,3.5,3.5,2.5,3.0,21.07,21.9,20.7,1.0,0.0,278.99999999999994,0.0
2022-02-17,416170.78,5569.91,4148.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,21.4,16.5,588884.12,8675.33,5506.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67,21.3,14.4,1034978.34,16949.66,8293.04,0.4,0.0,0.6,0.51,0.0,0.0,0.0,0.0,16.44,17.6,15.6,1115426.44,19246.55,8947.42,13.87,14.9,12.6,5.65,0.5,0.0,1.0,0.5,18.55,20.8,16.6,1.0,0.0,145.59999999999997,0.0
2022-02-23,206178.24,2572.36,2217.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35,24.7,18.4,251364.85,3273.77,2535.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.78,24.9,17.0,239571.2,3027.53,2591.11,6.34,6.92,14.4,7.19,0.0,0.0,0.0,0.0,20.68,23.5,18.9,241241.93,2944.77,2609.95,0.4,0.0,0.0,0.0,4.0,3.5,11.0,3.5,21.41,24.6,19.0,1.0,0.0,129.99999999999997,0.0
2022-03-02,146629.58,1769.87,1608.69,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,18.89,23.1,15.2,156502.94,1900.07,1714.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.29,21.5,16.1,150183.95,1798.0,1660.98,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,19.37,22.6,17.0,155532.63,1870.44,1714.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,19.85,23.7,16.3,0.0,0.0,187.00000000000003,0.0
2022-03-09,114302.71,1368.85,1264.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.24,23.7,17.4,117360.14,1402.53,1293.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,24.1,17.2,122152.94,1472.32,1346.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93,24.1,16.5,125360.38,1496.3,1391.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.46,23.2,16.2,0.0,0.0,521.0,0.0
